Movie,filename,prompt,prediction
Alien_in_Redplanet,shot203_1.mp4,A bright summer scene with a green meadow full of blooming wildflowers under a clear noon sky. The grasshopper leans against a large leaf like a backrest  playing his violin and singing peacefully. In the corner of the frame  silhouettes of ants can be seen carrying small seeds. The overall atmosphere is relaxed and warm  illustrated in a soft 3D fairy-tale animation style.,59.1437
Alien_in_Redplanet,shot203_2.mp4,A bright summer scene with a green meadow full of blooming wildflowers under a clear noon sky. The grasshopper leans against a large leaf like a backrest  playing his violin and singing peacefully. In the corner of the frame  silhouettes of ants can be seen carrying small seeds. The overall atmosphere is relaxed and warm  illustrated in a soft 4D fairy-tale animation style.,63.6608
Alien_in_Redplanet,shot203_3.mp4,A bright summer scene with a green meadow full of blooming wildflowers under a clear noon sky. The grasshopper leans against a large leaf like a backrest  playing his violin and singing peacefully. In the corner of the frame  silhouettes of ants can be seen carrying small seeds. The overall atmosphere is relaxed and warm  illustrated in a soft 5D fairy-tale animation style.,50.6996
Alien_in_Redplanet,shot203_4.mp4,A bright summer scene with a green meadow full of blooming wildflowers under a clear noon sky. The grasshopper leans against a large leaf like a backrest  playing his violin and singing peacefully. In the corner of the frame  silhouettes of ants can be seen carrying small seeds. The overall atmosphere is relaxed and warm  illustrated in a soft 6D fairy-tale animation style.,64.1537
Alien_in_Redplanet,shot203_5.mp4,A bright summer scene with a green meadow full of blooming wildflowers under a clear noon sky. The grasshopper leans against a large leaf like a backrest  playing his violin and singing peacefully. In the corner of the frame  silhouettes of ants can be seen carrying small seeds. The overall atmosphere is relaxed and warm  illustrated in a soft 7D fairy-tale animation style.,64.1812
Alien_in_Redplanet,shot204_1.mp4,On a sunny summer afternoon  the ant leader  with large antennae  approaches the grasshopper and warns him. The grasshopper smirks  brushing off the warning with an unconcerned expression. The illustration captures their contrasting attitudes in a fairy-tale style.,54.3023
Alien_in_Redplanet,shot204_2.mp4,On a sunny summer afternoon  the ant leader  with large antennae  approaches the grasshopper and warns him. The grasshopper smirks  brushing off the warning with an unconcerned expression. The illustration captures their contrasting attitudes in a fairy-tale style.,59.0596
Alien_in_Redplanet,shot204_3.mp4,On a sunny summer afternoon  the ant leader  with large antennae  approaches the grasshopper and warns him. The grasshopper smirks  brushing off the warning with an unconcerned expression. The illustration captures their contrasting attitudes in a fairy-tale style.,63.6816
Alien_in_Redplanet,shot204_4.mp4,On a sunny summer afternoon  the ant leader  with large antennae  approaches the grasshopper and warns him. The grasshopper smirks  brushing off the warning with an unconcerned expression. The illustration captures their contrasting attitudes in a fairy-tale style.,56.2761
Alien_in_Redplanet,shot204_5.mp4,On a sunny summer afternoon  the ant leader  with large antennae  approaches the grasshopper and warns him. The grasshopper smirks  brushing off the warning with an unconcerned expression. The illustration captures their contrasting attitudes in a fairy-tale style.,54.0564
Alien_in_Redplanet,shot205_1.mp4,The autumn field is covered in golden fallen leaves  with a slightly chilly and overcast sky. The ants are busy carrying grains and seeds into their underground burrow. Meanwhile  the grasshopper  still playing his violin  sits on a pile of fallen leaves wearing a trench coat. The color palette is warm  with shades of brown and orange  creating a cozy fairy-tale atmosphere.,38.8471
Alien_in_Redplanet,shot205_2.mp4,The autumn field is covered in golden fallen leaves  with a slightly chilly and overcast sky. The ants are busy carrying grains and seeds into their underground burrow. Meanwhile  the grasshopper  still playing his violin  sits on a pile of fallen leaves wearing a trench coat. The color palette is warm  with shades of brown and orange  creating a cozy fairy-tale atmosphere.,53.9995
Alien_in_Redplanet,shot205_3.mp4,The autumn field is covered in golden fallen leaves  with a slightly chilly and overcast sky. The ants are busy carrying grains and seeds into their underground burrow. Meanwhile  the grasshopper  still playing his violin  sits on a pile of fallen leaves wearing a trench coat. The color palette is warm  with shades of brown and orange  creating a cozy fairy-tale atmosphere.,51.2438
Alien_in_Redplanet,shot205_4.mp4,The autumn field is covered in golden fallen leaves  with a slightly chilly and overcast sky. The ants are busy carrying grains and seeds into their underground burrow. Meanwhile  the grasshopper  still playing his violin  sits on a pile of fallen leaves wearing a trench coat. The color palette is warm  with shades of brown and orange  creating a cozy fairy-tale atmosphere.,44.9005
Alien_in_Redplanet,shot205_5.mp4,The autumn field is covered in golden fallen leaves  with a slightly chilly and overcast sky. The ants are busy carrying grains and seeds into their underground burrow. Meanwhile  the grasshopper  still playing his violin  sits on a pile of fallen leaves wearing a trench coat. The color palette is warm  with shades of brown and orange  creating a cozy fairy-tale atmosphere.,43.3569
Alien_in_Redplanet,shot206_1.mp4,Despite the autumn chill  the grasshopper keeps playing his violin with a smirking expression  ignoring the ants' concerns. The ants sigh in frustration as they continue working hard. The scene is drawn in a soft  warm fairy-tale style.,45.457
Alien_in_Redplanet,shot206_2.mp4,Despite the autumn chill  the grasshopper keeps playing his violin with a smirking expression  ignoring the ants' concerns. The ants sigh in frustration as they continue working hard. The scene is drawn in a soft  warm fairy-tale style.,51.2894
Alien_in_Redplanet,shot206_3.mp4,Despite the autumn chill  the grasshopper keeps playing his violin with a smirking expression  ignoring the ants' concerns. The ants sigh in frustration as they continue working hard. The scene is drawn in a soft  warm fairy-tale style.,46.8024
Alien_in_Redplanet,shot206_4.mp4,Despite the autumn chill  the grasshopper keeps playing his violin with a smirking expression  ignoring the ants' concerns. The ants sigh in frustration as they continue working hard. The scene is drawn in a soft  warm fairy-tale style.,54.7497
Alien_in_Redplanet,shot206_5.mp4,Despite the autumn chill  the grasshopper keeps playing his violin with a smirking expression  ignoring the ants' concerns. The ants sigh in frustration as they continue working hard. The scene is drawn in a soft  warm fairy-tale style.,46.6612
Alien_in_Redplanet,shot207_1.mp4,A fairy-tale illustration of the meadow covered in a thin layer of frost. The grasshopper  surprised by the sudden cold  pulls his trench coat tightly around himself for warmth. Delicate frost covers his green body and antennae  adding detailed texture. The atmosphere is crisp and wintry.,44.7033
Alien_in_Redplanet,shot207_2.mp4,A fairy-tale illustration of the meadow covered in a thin layer of frost. The grasshopper  surprised by the sudden cold  pulls his trench coat tightly around himself for warmth. Delicate frost covers his green body and antennae  adding detailed texture. The atmosphere is crisp and wintry.,16.7268
Alien_in_Redplanet,shot207_3.mp4,A fairy-tale illustration of the meadow covered in a thin layer of frost. The grasshopper  surprised by the sudden cold  pulls his trench coat tightly around himself for warmth. Delicate frost covers his green body and antennae  adding detailed texture. The atmosphere is crisp and wintry.,57.5462
Alien_in_Redplanet,shot207_4.mp4,A fairy-tale illustration of the meadow covered in a thin layer of frost. The grasshopper  surprised by the sudden cold  pulls his trench coat tightly around himself for warmth. Delicate frost covers his green body and antennae  adding detailed texture. The atmosphere is crisp and wintry.,30.5821
Alien_in_Redplanet,shot207_5.mp4,A fairy-tale illustration of the meadow covered in a thin layer of frost. The grasshopper  surprised by the sudden cold  pulls his trench coat tightly around himself for warmth. Delicate frost covers his green body and antennae  adding detailed texture. The atmosphere is crisp and wintry.,38.9638
Alien_in_Redplanet,shot208_1.mp4,Inside the ants' underground burrow  they are gathered around  warm and happy  sharing food and smiling at each other. The outside world is cold and barren  but the ants' home is filled with warmth and comfort. The scene is painted in a soft fairy-tale style.,60.4047
Alien_in_Redplanet,shot208_2.mp4,Inside the ants' underground burrow  they are gathered around  warm and happy  sharing food and smiling at each other. The outside world is cold and barren  but the ants' home is filled with warmth and comfort. The scene is painted in a soft fairy-tale style.,60.7157
Alien_in_Redplanet,shot208_3.mp4,Inside the ants' underground burrow  they are gathered around  warm and happy  sharing food and smiling at each other. The outside world is cold and barren  but the ants' home is filled with warmth and comfort. The scene is painted in a soft fairy-tale style.,41.3472
Alien_in_Redplanet,shot208_4.mp4,Inside the ants' underground burrow  they are gathered around  warm and happy  sharing food and smiling at each other. The outside world is cold and barren  but the ants' home is filled with warmth and comfort. The scene is painted in a soft fairy-tale style.,50.2817
Alien_in_Redplanet,shot208_5.mp4,Inside the ants' underground burrow  they are gathered around  warm and happy  sharing food and smiling at each other. The outside world is cold and barren  but the ants' home is filled with warmth and comfort. The scene is painted in a soft fairy-tale style.,56.97
Alien_in_Redplanet,shot209_1.mp4,A desolate winter landscape where most plants have withered. The grasshopper is seen huddling with a hungry expression  shivering in the freezing weather. The color palette is cold and muted  emphasizing his struggle.,57.4095
Alien_in_Redplanet,shot209_2.mp4,A desolate winter landscape where most plants have withered. The grasshopper is seen huddling with a hungry expression  shivering in the freezing weather. The color palette is cold and muted  emphasizing his struggle.,51.0319
Alien_in_Redplanet,shot209_3.mp4,A desolate winter landscape where most plants have withered. The grasshopper is seen huddling with a hungry expression  shivering in the freezing weather. The color palette is cold and muted  emphasizing his struggle.,62.5055
Alien_in_Redplanet,shot209_4.mp4,A desolate winter landscape where most plants have withered. The grasshopper is seen huddling with a hungry expression  shivering in the freezing weather. The color palette is cold and muted  emphasizing his struggle.,53.022
Alien_in_Redplanet,shot209_5.mp4,A desolate winter landscape where most plants have withered. The grasshopper is seen huddling with a hungry expression  shivering in the freezing weather. The color palette is cold and muted  emphasizing his struggle.,53.9942
Alien_in_Redplanet,shot210_1.mp4,Near the entrance of the ants’ burrow  the grasshopper  looking weak and starving  clasps his two front legs together  pleading for food. A pile of fallen leaves has blown over the burrow entrance. The ant leader stands firm  scolding the grasshopper for his laziness. The scene captures the moral lesson of the story in a detailed  fairy-tale style illustration.,56.4007
Alien_in_Redplanet,shot210_2.mp4,Near the entrance of the ants’ burrow  the grasshopper  looking weak and starving  clasps his two front legs together  pleading for food. A pile of fallen leaves has blown over the burrow entrance. The ant leader stands firm  scolding the grasshopper for his laziness. The scene captures the moral lesson of the story in a detailed  fairy-tale style illustration.,57.2658
Alien_in_Redplanet,shot210_3.mp4,Near the entrance of the ants’ burrow  the grasshopper  looking weak and starving  clasps his two front legs together  pleading for food. A pile of fallen leaves has blown over the burrow entrance. The ant leader stands firm  scolding the grasshopper for his laziness. The scene captures the moral lesson of the story in a detailed  fairy-tale style illustration.,43.2706
Alien_in_Redplanet,shot210_4.mp4,Near the entrance of the ants’ burrow  the grasshopper  looking weak and starving  clasps his two front legs together  pleading for food. A pile of fallen leaves has blown over the burrow entrance. The ant leader stands firm  scolding the grasshopper for his laziness. The scene captures the moral lesson of the story in a detailed  fairy-tale style illustration.,56.3195
Alien_in_Redplanet,shot210_5.mp4,Near the entrance of the ants’ burrow  the grasshopper  looking weak and starving  clasps his two front legs together  pleading for food. A pile of fallen leaves has blown over the burrow entrance. The ant leader stands firm  scolding the grasshopper for his laziness. The scene captures the moral lesson of the story in a detailed  fairy-tale style illustration.,53.3883
Ants_and_Beetle_I2V,shot301_1.mp4,White futuristic spaceship landing gently on Mars-like terrain; rocky reddish surface  dusty orange sky  swirling sandstorms; A hispanic male astronaut with curly black hair  slight beard exits ship cautiously.,55.3756
Ants_and_Beetle_I2V,shot301_2.mp4,White futuristic spaceship landing gently on Mars-like terrain; rocky reddish surface  dusty orange sky  swirling sandstorms; A hispanic male astronaut with curly black hair  slight beard exits ship cautiously.,54.3769
Ants_and_Beetle_I2V,shot301_3.mp4,White futuristic spaceship landing gently on Mars-like terrain; rocky reddish surface  dusty orange sky  swirling sandstorms; A hispanic male astronaut with curly black hair  slight beard exits ship cautiously.,54.0746
Ants_and_Beetle_I2V,shot301_4.mp4,White futuristic spaceship landing gently on Mars-like terrain; rocky reddish surface  dusty orange sky  swirling sandstorms; A hispanic male astronaut with curly black hair  slight beard exits ship cautiously.,47.8662
Ants_and_Beetle_I2V,shot301_5.mp4,White futuristic spaceship landing gently on Mars-like terrain; rocky reddish surface  dusty orange sky  swirling sandstorms; A hispanic male astronaut with curly black hair  slight beard exits ship cautiously.,47.1628
Ants_and_Beetle_I2V,shot302_1.mp4,A hispanic male astronaut with curly black hair  slight beard discovering ancient stone monument partially buried in red sand with glowing symbols  sandstorm blowing around  rocky Martian landscape behind.,50.7166
Ants_and_Beetle_I2V,shot302_2.mp4,A hispanic male astronaut with curly black hair  slight beard discovering ancient stone monument partially buried in red sand with glowing symbols  sandstorm blowing around  rocky Martian landscape behind.,50.4851
Ants_and_Beetle_I2V,shot302_3.mp4,A hispanic male astronaut with curly black hair  slight beard discovering ancient stone monument partially buried in red sand with glowing symbols  sandstorm blowing around  rocky Martian landscape behind.,44.3787
Ants_and_Beetle_I2V,shot302_4.mp4,A hispanic male astronaut with curly black hair  slight beard discovering ancient stone monument partially buried in red sand with glowing symbols  sandstorm blowing around  rocky Martian landscape behind.,43.7597
Ants_and_Beetle_I2V,shot302_5.mp4,A hispanic male astronaut with curly black hair  slight beard discovering ancient stone monument partially buried in red sand with glowing symbols  sandstorm blowing around  rocky Martian landscape behind.,50.3694
Ants_and_Beetle_I2V,shot303_1.mp4,"A hispanic male astronaut with curly black hair  slight beard meeting a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" cautiously observing each other amid swirling Martian sandstorm.",62.4048
Ants_and_Beetle_I2V,shot303_2.mp4,"A hispanic male astronaut with curly black hair  slight beard meeting a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" cautiously observing each other amid swirling Martian sandstorm.",45.9619
Ants_and_Beetle_I2V,shot303_3.mp4,"A hispanic male astronaut with curly black hair  slight beard meeting a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" cautiously observing each other amid swirling Martian sandstorm.",52.7153
Ants_and_Beetle_I2V,shot303_4.mp4,"A hispanic male astronaut with curly black hair  slight beard meeting a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" cautiously observing each other amid swirling Martian sandstorm.",52.423
Ants_and_Beetle_I2V,shot303_5.mp4,"A hispanic male astronaut with curly black hair  slight beard meeting a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" cautiously observing each other amid swirling Martian sandstorm.",50.7914
Ants_and_Beetle_I2V,shot304_1.mp4,"a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" The thick brown fur blowing in dusty winds; astronaut calmly raising hands peacefully  clearly visible curly black hair and slight beard through clear helmet.",54.2108
Ants_and_Beetle_I2V,shot304_2.mp4,"a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" The thick brown fur blowing in dusty winds; astronaut calmly raising hands peacefully  clearly visible curly black hair and slight beard through clear helmet.",45.1011
Ants_and_Beetle_I2V,shot304_3.mp4,"a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" The thick brown fur blowing in dusty winds; astronaut calmly raising hands peacefully  clearly visible curly black hair and slight beard through clear helmet.",39.5324
Ants_and_Beetle_I2V,shot304_4.mp4,"a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" The thick brown fur blowing in dusty winds; astronaut calmly raising hands peacefully  clearly visible curly black hair and slight beard through clear helmet.",32.5541
Ants_and_Beetle_I2V,shot304_5.mp4,"a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" The thick brown fur blowing in dusty winds; astronaut calmly raising hands peacefully  clearly visible curly black hair and slight beard through clear helmet.",50.9345
Ants_and_Beetle_I2V,shot305_1.mp4,"Close-up of A hispanic male astronaut with curly black hair  slight beard  offering a glowing artifact to curious a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" ; dusty red background with gentle sand blowing.",39.6606
Ants_and_Beetle_I2V,shot305_2.mp4,"Close-up of A hispanic male astronaut with curly black hair  slight beard  offering a glowing artifact to curious a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" ; dusty red background with gentle sand blowing.",59.6114
Ants_and_Beetle_I2V,shot305_3.mp4,"Close-up of A hispanic male astronaut with curly black hair  slight beard  offering a glowing artifact to curious a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" ; dusty red background with gentle sand blowing.",58.3669
Ants_and_Beetle_I2V,shot305_4.mp4,"Close-up of A hispanic male astronaut with curly black hair  slight beard  offering a glowing artifact to curious a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" ; dusty red background with gentle sand blowing.",55.2023
Ants_and_Beetle_I2V,shot305_5.mp4,"Close-up of A hispanic male astronaut with curly black hair  slight beard  offering a glowing artifact to curious a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes "" ; dusty red background with gentle sand blowing.",39.1922
Ants_and_Beetle_I2V,shot306_1.mp4,"A hispanic male astronaut with curly black hair  slight beard and a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes ""  exploring ancient ruins half-buried in red Martian sand  with rocky cliffs and swirling dusty atmosphere around them.",61.3773
Ants_and_Beetle_I2V,shot306_2.mp4,"A hispanic male astronaut with curly black hair  slight beard and a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes ""  exploring ancient ruins half-buried in red Martian sand  with rocky cliffs and swirling dusty atmosphere around them.",53.1964
Ants_and_Beetle_I2V,shot306_3.mp4,"A hispanic male astronaut with curly black hair  slight beard and a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes ""  exploring ancient ruins half-buried in red Martian sand  with rocky cliffs and swirling dusty atmosphere around them.",32.2465
Ants_and_Beetle_I2V,shot306_4.mp4,"A hispanic male astronaut with curly black hair  slight beard and a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes ""  exploring ancient ruins half-buried in red Martian sand  with rocky cliffs and swirling dusty atmosphere around them.",48.2614
Ants_and_Beetle_I2V,shot306_5.mp4,"A hispanic male astronaut with curly black hair  slight beard and a large gorilla-like alien creature covered in thick brown fur resembling the apes from ""Planet of the Apes ""  exploring ancient ruins half-buried in red Martian sand  with rocky cliffs and swirling dusty atmosphere around them.",53.1313
Ants_and_Beetle_I2V,shot307_1.mp4,Violent Martian sandstorm rapidly approaching  A hispanic male astronaut with curly black hair  slight beard protecting gorilla-like alien with thick brown fur  shielding it from harsh red dust and wind.,28.2889
Ants_and_Beetle_I2V,shot307_2.mp4,Violent Martian sandstorm rapidly approaching  A hispanic male astronaut with curly black hair  slight beard protecting gorilla-like alien with thick brown fur  shielding it from harsh red dust and wind.,48.8355
Ants_and_Beetle_I2V,shot307_3.mp4,Violent Martian sandstorm rapidly approaching  A hispanic male astronaut with curly black hair  slight beard protecting gorilla-like alien with thick brown fur  shielding it from harsh red dust and wind.,35.3907
Ants_and_Beetle_I2V,shot307_4.mp4,Violent Martian sandstorm rapidly approaching  A hispanic male astronaut with curly black hair  slight beard protecting gorilla-like alien with thick brown fur  shielding it from harsh red dust and wind.,49.5275
Ants_and_Beetle_I2V,shot307_5.mp4,Violent Martian sandstorm rapidly approaching  A hispanic male astronaut with curly black hair  slight beard protecting gorilla-like alien with thick brown fur  shielding it from harsh red dust and wind.,43.9644
Ants_and_Beetle_I2V,shot308_1.mp4,Gorilla-like alien with brown fur urgently guiding a hispanic male astronaut with curly black hair  slight beard into cave entrance carved into rocky red Martian cliffs  escaping fierce swirling sandstorm.,52.6922
Ants_and_Beetle_I2V,shot308_2.mp4,Gorilla-like alien with brown fur urgently guiding a hispanic male astronaut with curly black hair  slight beard into cave entrance carved into rocky red Martian cliffs  escaping fierce swirling sandstorm.,50.5102
Ants_and_Beetle_I2V,shot308_3.mp4,Gorilla-like alien with brown fur urgently guiding a hispanic male astronaut with curly black hair  slight beard into cave entrance carved into rocky red Martian cliffs  escaping fierce swirling sandstorm.,49.8936
Ants_and_Beetle_I2V,shot308_4.mp4,Gorilla-like alien with brown fur urgently guiding a hispanic male astronaut with curly black hair  slight beard into cave entrance carved into rocky red Martian cliffs  escaping fierce swirling sandstorm.,51.6776
Ants_and_Beetle_I2V,shot308_5.mp4,Gorilla-like alien with brown fur urgently guiding a hispanic male astronaut with curly black hair  slight beard into cave entrance carved into rocky red Martian cliffs  escaping fierce swirling sandstorm.,50.0549
Ants_and_Beetle_I2V,shot309_1.mp4,A hispanic male astronaut with curly black hair  slight beard gently placing hand on shoulder of gorilla-like alien creature with thick brown fur  quiet moment of farewell under dusty red-orange Martian sky  spaceship ready in background.,57.2997
Ants_and_Beetle_I2V,shot309_2.mp4,A hispanic male astronaut with curly black hair  slight beard gently placing hand on shoulder of gorilla-like alien creature with thick brown fur  quiet moment of farewell under dusty red-orange Martian sky  spaceship ready in background.,59.7592
Ants_and_Beetle_I2V,shot309_3.mp4,A hispanic male astronaut with curly black hair  slight beard gently placing hand on shoulder of gorilla-like alien creature with thick brown fur  quiet moment of farewell under dusty red-orange Martian sky  spaceship ready in background.,57.1292
Ants_and_Beetle_I2V,shot309_4.mp4,A hispanic male astronaut with curly black hair  slight beard gently placing hand on shoulder of gorilla-like alien creature with thick brown fur  quiet moment of farewell under dusty red-orange Martian sky  spaceship ready in background.,56.9941
Ants_and_Beetle_I2V,shot309_5.mp4,A hispanic male astronaut with curly black hair  slight beard gently placing hand on shoulder of gorilla-like alien creature with thick brown fur  quiet moment of farewell under dusty red-orange Martian sky  spaceship ready in background.,56.4943
Ants_and_Beetle_I2V,shot310_1.mp4,A hispanic male astronaut with curly black hair  slight beard inside spaceship cockpit gazing through large window; gorilla-like alien creature waving goodbye from rocky Mars-like terrain below  spaceship ascending through dusty orange sky.,52.424
Ants_and_Beetle_I2V,shot310_2.mp4,A hispanic male astronaut with curly black hair  slight beard inside spaceship cockpit gazing through large window; gorilla-like alien creature waving goodbye from rocky Mars-like terrain below  spaceship ascending through dusty orange sky.,51.821
Ants_and_Beetle_I2V,shot310_3.mp4,A hispanic male astronaut with curly black hair  slight beard inside spaceship cockpit gazing through large window; gorilla-like alien creature waving goodbye from rocky Mars-like terrain below  spaceship ascending through dusty orange sky.,59.2824
Ants_and_Beetle_I2V,shot310_4.mp4,A hispanic male astronaut with curly black hair  slight beard inside spaceship cockpit gazing through large window; gorilla-like alien creature waving goodbye from rocky Mars-like terrain below  spaceship ascending through dusty orange sky.,44.2064
Ants_and_Beetle_I2V,shot310_5.mp4,A hispanic male astronaut with curly black hair  slight beard inside spaceship cockpit gazing through large window; gorilla-like alien creature waving goodbye from rocky Mars-like terrain below  spaceship ascending through dusty orange sky.,58.1841
